id,price_doc
31180,3616591
31181,7195356
31182,6616588
31183,7174289
31184,4600995
31185,3881563
31186,8578082
31187,3234958
31188,4284593
31189,4557840
31190,7097690
31191,12776380
31192,3434472
31193,4791580
31194,8317393
31195,7244116
31196,4645752
31197,14821119
31198,5185899
31199,5599917
31200,9544496
31201,3366412
31202,3180476
31203,5448578
31204,3370249
31205,7900083
31206,5285372
31207,3491658
31208,4857435
31209,3711744
31210,5046709
31211,7475310
31212,4480517
31213,11192976
31214,5788002
31215,4214881
31216,5300934
31217,6084421
31218,7416580
31219,3380699
31220,6151499
31221,3418840
31222,6784854
31223,8221515
31224,6947517
31225,10150360
31226,5406052
31227,7918228
31228,10320091
31229,3887275
31230,4896088
31231,3829753
31232,6070286
31233,5344683
31234,6280784
31235,5028572
31236,5767183
31237,11284553
31238,5704324
31239,12835130
31240,6392418
31241,5315157
31242,6242293
31243,3282911
31244,6114486
31245,7561368
31246,10555275
31247,5099490
31248,7158227
31249,8116937
31250,5027997
31251,6093516
31252,5485964
31253,8640837
31254,5158070
31255,11708572
31256,6392909
31257,4528516
31258,9056958
31259,9756390
31260,7710296
31261,16829769
31262,5320361
31263,5399918
31264,3502348
31265,10501286
31266,7637212
31267,3549775
31268,3808941
31269,8116878
31270,3805997
31271,4853725
31272,17283184
31273,6489862
31274,5428518
31275,6107483
31276,4642168
31277,4496412
31278,12338162
31279,11938560
31280,7992674
31281,6063495
31282,10514698
31283,5551939
31284,4288498
31285,4961627
31286,6912033
31287,8179274
31288,4015086
31289,9204322
31290,5212025
31291,5785283
31292,3492349
31293,6078737
31294,3532552
31295,15780686
31296,8301262
31297,6590776
31298,3281972
31299,8129897
31300,7076502
31301,6214857
31302,4915855
31303,8294818
31304,6130873
31305,8529606
31306,2736914
31307,5229227
31308,7890829
31309,8214632
31310,51349023
31311,4724295
31312,5276036
31313,12990773
31314,5580375
31315,8158172
31316,10476071
31317,16901069
31318,7993581
31319,5801997
31320,5697729
31321,6872887
31322,5668874
31323,7243274
31324,6015508
31325,5527193
31326,5148315
31327,7351150
31328,12043624
31329,5036308
31330,9233985
31331,7572261
31332,4908748
31333,4791543
31334,3820953
31335,7612724
31336,8069447
31337,6926036
31338,3890292
31339,4245663
31340,7394030
31341,8128772
31342,5451612
31343,3207818
31344,3233317
31345,4620880
31346,3248929
31347,8807414
31348,11470210
31349,11857687
31350,3190581
31351,5134707
31352,9943030
31353,4554288
31354,7106901
31355,8548329
31356,3779761
31357,4421565
31358,2378528
31359,5865145
31360,8715643
31361,4486225
31362,8159366
31363,4878459
31364,3575432
31365,3234787
31366,6352907
31367,9419876
31368,6208276
31369,3882966
31370,9464349
31371,8288727
31372,6479850
31373,5126152
31374,5458309
31375,5214739
31376,5598079
31377,8873953
31378,5322222
31379,29168366
31380,4274216
31381,7218619
31382,4747388
31383,7908239
31384,19966985
31385,13166298
31386,7507482
31387,13580205
31388,4648645
31389,4098135
31390,7453724
31391,4807522
31392,9556642
31393,8535281
31394,5279614
31395,3758356
31396,8812479
31397,6175994
31398,1896674
31399,11773317
31400,3762521
31401,10666490
31402,8874232
31403,4423262
31404,4413073
31405,3821134
31406,5384728
31407,3113214
31408,5461452
31409,3767087
31410,10744127
31411,7814064
31412,10251261
31413,6564886
31414,4584859
31415,12859236
31416,6150438
31417,4750608
31418,7275896
31419,8947734
31420,7835932
31421,6014669
31422,5926802
31423,6155182
31424,13127206
31425,5674430
31426,4203612
31427,5322689
31428,6910959
31429,13073288
31430,4055348
31431,5087677
31432,4378881
31433,5573234
31434,3566558
31435,11157006
31436,7969096
31437,10409117
31438,8944205
31439,5850239
31440,6460156
31441,6114397
31442,6723532
31443,11732788
31444,5948608
31445,8746249
31446,15697449
31447,6157244
31448,7803044
31449,6923285
31450,6136738
31451,7856434
31452,9772811
31453,2445584
31454,5431897
31455,7227943
31456,4417280
31457,4845532
31458,14027612
31459,7686694
31460,4427245
31461,4223745
31462,3374096
31463,5103525
31464,6641477
31465,4815218
31466,40984968
31467,3149857
31468,14753587
31469,4370183
31470,5093333
31471,12306540
31472,2423909
31473,7128440
31474,3756263
31475,6774694
31476,21823311
31477,6707686
31478,4614434
31479,5918081
31480,9090969
31481,8250444
31482,9761471
31483,8630018
31484,5940635
31485,3000981
31486,2726635
31487,4312758
31488,12624865
31489,7462126
31490,4096491
31491,5403157
31492,7812550
31493,8889124
31494,4943951
31495,5326254
31496,7645366
31497,4169961
31498,5354098
31499,11306652
31500,10291621
31501,8619670
31502,9402452
31503,4980573
31504,9617078
31505,16291844
31506,7308967
31507,6311584
31508,5648780
31509,5120769
31510,5223478
31511,4465569
31512,5155952
31513,26015863
31514,21339657
31515,2185177
31516,16525736
31517,5865444
31518,7533128
31519,5908771
31520,5648237
31521,4304886
31522,3988834
31523,6816646
31524,7787215
31525,11176282
31526,5318912
31527,6318846
31528,4200170
31529,5423504
31530,6129062
31531,8640226
31532,5310877
31533,12669400
31534,7361341
31535,9922513
31536,7230607
31537,3802063
31538,4572281
31539,3328876
31540,8167392
31541,2573927
31542,5014336
31543,3257173
31544,4352668
31545,7704087
31546,10447032
31547,5881113
31548,5787197
31549,4998250
31550,4810033
31551,5447627
31552,6848067
31553,6261520
31554,7439126
31555,3357674
31556,6256362
31557,5448765
31558,8180897
31559,2604944
31560,6550048
31561,6130008
31562,30178761
31563,3447049
31564,7784488
31565,7810867
31566,5381520
31567,14943821
31568,6704977
31569,6419187
31570,5841420
31571,5775903
31572,3047607
31573,5220477
31574,11011759
31575,5203343
31576,6817156
31577,4634510
31578,7381078
31579,5039859
31580,6962828
31581,4828519
31582,4949846
31583,8290553
31584,3743590
31585,5773332
31586,11185499
31587,13896077
31588,9355060
31589,3112742
31590,4918276
31591,6918724
31592,7168211
31593,7463262
31594,6860389
31595,5288978
31596,3475777
31597,5201096
31598,3332518
31599,6033353
31600,6892516
31601,14685980
31602,5095022
31603,14899075
31604,3305385
31605,4427837
31606,5568354
31607,7381956
31608,4971046
31609,5383146
31610,7151956
31611,5418737
31612,4702080
31613,4134763
31614,12393087
31615,8379178
31616,10879249
31617,4038258
31618,6263388
31619,10094967
31620,3855107
31621,5034957
31622,36437054
31623,10113991
31624,4269856
31625,10124034
31626,5045788
31627,5978692
31628,10392293
31629,10363417
31630,3451666
31631,5342778
31632,17509061
31633,4683902
31634,8574133
31635,11625243
31636,5543168
31637,5062910
31638,6443035
31639,3340150
31640,10853244
31641,3569521
31642,2948888
31643,5090461
31644,10309066
31645,5291577
31646,8685690
31647,4995981
31648,10896830
31649,5072569
31650,5953999
31651,13091307
31652,4837743
31653,5025973
31654,5033078
31655,3744044
31656,20781916
31657,6940746
31658,3878856
31659,7554035
31660,4412862
31661,5005821
31662,5936034
31663,3527789
31664,3397674
31665,3870111
31666,5114329
31667,6137566
31668,8287086
31669,12707459
31670,6045799
31671,5600240
31672,7551153
31673,7313440
31674,8553166
31675,7208000
31676,7163123
31677,4192206
31678,4340509
31679,8199859
31680,7602355
31681,5401154
31682,3434103
31683,5800699
31684,4696471
31685,3163359
31686,10822971
31687,9831742
31688,8399221
31689,3391309
31690,6240608
31691,3394895
31692,4075323
31693,6242029
31694,6936752
31695,6071882
31696,3147130
31697,4568233
31698,3083830
31699,5084746
31700,5250375
31701,7730544
31702,5416539
31703,8961283
31704,5297514
31705,9546513
31706,5290628
31707,10864643
31708,8552869
31709,4886073
31710,11060060
31711,7096229
31712,7924547
31713,5009509
31714,4658980
31715,4732358
31716,5544371
31717,8365780
31718,4419353
31719,7217194
31720,4319548
31721,3783923
31722,4966237
31723,5215782
31724,5594647
31725,4415483
31726,12165873
31727,6882978
31728,4198568
31729,7042902
31730,3215014
31731,6591143
31732,7353192
31733,3251098
31734,3826441
31735,2788972
31736,6401691
31737,4637802
31738,4978013
31739,5648093
31740,7367068
31741,12570779
31742,10460721
31743,6757489
31744,4183535
31745,3295579
31746,9871411
31747,4441722
31748,15733114
31749,5150947
31750,9319061
31751,7088853
31752,3807039
31753,3402314
31754,8031688
31755,11981107
31756,1988887
31757,5634869
31758,5716463
31759,5557215
31760,5453343
31761,16517794
31762,2364912
31763,9900043
31764,6123814
31765,3353273
31766,8148200
31767,3324540
31768,5955742
31769,10033047
31770,3242193
31771,3615517
31772,7902790
31773,5636601
31774,5968994
31775,10772779
31776,2038529
31777,3895407
31778,8228741
31779,8016404
31780,6046478
31781,6862801
31782,5324972
31783,3196131
31784,5493445
31785,5758673
31786,4637951
31787,5932564
31788,4895190
31789,5468392
31790,3586557
31791,8301651
31792,5944601
31793,7462964
31794,6135117
31795,5331140
31796,4178942
31797,14081252
31798,6533707
31799,4069958
31800,5292524
31801,3145080
31802,6172988
31803,7373729
31804,4691444
31805,3250678
31806,6747986
31807,6093303
31808,8094488
31809,6212132
31810,3693639
31811,7383509
31812,6350590
31813,5639284
31814,5755164
31815,5451627
31816,4501454
31817,3201255
31818,6046811
31819,5209561
31820,11006451
31821,13120677
31822,5074783
31823,4153200
31824,3249195
31825,4560842
31826,5666889
31827,7520783
31828,5211251
31829,8383013
31830,6264599
31831,2846067
31832,11514022
31833,10284629
31834,5863159
31835,3994009
31836,7379284
31837,3221694
31838,8030669
31839,4505645
31840,9801264
31841,4706327
31842,7172461
31843,3205289
31844,5357914
31845,8729158
31846,4451237
31847,4759898
31848,5019677
31849,8597562
31850,5577699
31851,10022998
31852,6947877
31853,8140280
31854,5346420
31855,4338296
31856,5785226
31857,9262083
31858,10803131
31859,28621122
31860,6474065
31861,11409665
31862,6235011
31863,8386847
31864,2820676
31865,5395261
31866,3015562
31867,7403776
31868,4809348
31869,9982855
31870,3134583
31871,4351843
31872,9884291
31873,5663489
31874,4674952
31875,5036407
31876,4745655
31877,21173069
31878,2891502
31879,7986124
31880,9384384
31881,4046607
31882,15063796
31883,4572130
31884,4819150
31885,5556710
31886,8491318
31887,8946789
31888,3491285
31889,11004603
31890,4436376
31891,3245481
31892,3508519
31893,17519348
31894,8396077
31895,3093473
31896,3365872
31897,2893502
31898,3745960
31899,3647838
31900,5001803
31901,6113265
31902,6209082
31903,4464560
31904,3830190
31905,6156314
31906,3834878
31907,3485262
31908,3362034
31909,7286705
31910,3624133
31911,3577377
31912,5509652
31913,6790695
31914,6006614
31915,6036228
31916,3887042
31917,4913613
31918,4254871
31919,5999166
31920,3449261
31921,4008153
31922,5392518
31923,7362592
31924,13578050
31925,6221896
31926,7472505
31927,11123110
31928,6206373
31929,16755612
31930,6669789
31931,5702547
31932,7830930
31933,6927814
31934,5641064
31935,4853474
31936,3376925
31937,5534266
31938,5084082
31939,5617043
31940,6386596
31941,30488192
31942,5399753
31943,8110630
31944,3690335
31945,5221982
31946,11080411
31947,8040138
31948,5571989
31949,8952119
31950,11973608
31951,5296548
31952,5414527
31953,3292767
31954,9340331
31955,4608500
31956,8722450
31957,3964933
31958,3947259
31959,11287191
31960,6153445
31961,7791151
31962,4221912
31963,7091907
31964,4546486
31965,5586241
31966,13667744
31967,11399745
31968,6495000
31969,23487986
31970,5579853
31971,3679142
31972,4742474
31973,4213464
31974,6740466
31975,3368053
31976,3838579
31977,8861737
31978,4953229
31979,4710678
31980,4231891
31981,5673337
31982,7965953
31983,11286363
31984,7368777
31985,4367995
31986,3784830
31987,5256869
31988,7358790
31989,12414870
31990,3066774
31991,9870910
31992,4068620
31993,8089231
31994,6057217
31995,7208804
31996,10655129
31997,5215345
31998,3410500
31999,5110753
32000,5457943
32001,54188409
32002,22560342
32003,9625188
32004,6210434
32005,4211256
32006,15136068
32007,8219498
32008,6088090
32009,3414303
32010,7100453
32011,5003961
32012,1821848
32013,5089775
32014,4014834
32015,7299181
32016,6026905
32017,9395062
32018,6736817
32019,5482089
32020,5160058
32021,7950534
32022,4900153
32023,3403698
32024,5207292
32025,5333249
32026,4079690
32027,7529186
32028,4747932
32029,16871536
32030,3451363
32031,3392459
32032,8631250
32033,6795465
32034,3427431
32035,7115542
32036,6173569
32037,7498526
32038,6128050
32039,9024058
32040,13605781
32041,3086079
32042,5227875
32043,31287014
32044,4672546
32045,3509700
32046,7611726
32047,10067977
32048,12709002
32049,6086634
32050,10137871
32051,6952886
32052,5397591
32053,7385316
32054,6278379
32055,4050266
32056,8648529
32057,4193264
32058,4378418
32059,4847663
32060,5796812
32061,8658180
32062,5602094
32063,5940478
32064,7533448
32065,5314495
32066,5994386
32067,3412275
32068,4331719
32069,3230907
32070,13615414
32071,4132756
32072,3929786
32073,3093537
32074,5183785
32075,12340620
32076,21258440
32077,7829868
32078,3487802
32079,3816727
32080,4636794
32081,28466479
32082,4887582
32083,3330776
32084,6028271
32085,8444552
32086,10322866
32087,5202926
32088,19281534
32089,5808762
32090,12161754
32091,6020610
32092,5176201
32093,5813007
32094,7770212
32095,6214075
32096,3599467
32097,11215385
32098,6018917
32099,8071346
32100,7923523
32101,4643731
32102,4041255
32103,3255475
32104,5483263
32105,5850544
32106,6044303
32107,4875121
32108,3172586
32109,6614340
32110,3360754
32111,13007517
32112,18584127
32113,8661050
32114,6542826
32115,7903936
32116,6507469
32117,7363639
32118,6101181
32119,7874617
32120,12122934
32121,3021130
32122,8500435
32123,24319411
32124,7594498
32125,11339606
32126,5764869
32127,7607953
32128,5472154
32129,5354196
32130,3296922
32131,10271903
32132,1929732
32133,3406622
32134,3638232
32135,6735069
32136,10631427
32137,8766551
32138,5482176
32139,7024769
32140,5779391
32141,2778906
32142,3652776
32143,8270684
32144,4122335
32145,35636285
32146,6220483
32147,4789482
32148,4436564
32149,10461539
32150,4743142
32151,7784086
32152,4410685
32153,6072934
32154,3940135
32155,6181940
32156,4799985
32157,13097622
32158,9559053
32159,13897944
32160,5239274
32161,8673359
32162,7705439
32163,8986500
32164,13230286
32165,8166483
32166,8191678
32167,11312133
32168,7649342
32169,4460666
32170,11445942
32171,14096329
32172,8221644
32173,6254810
32174,7113566
32175,16791385
32176,4833812
32177,10495187
32178,5798034
32179,8455044
32180,6261061
32181,5383910
32182,4231189
32183,5162647
32184,11289148
32185,6256345
32186,6987906
32187,3568947
32188,8068606
32189,3638232
32190,4452113
32191,3650433
32192,12100497
32193,6821431
32194,3294628
32195,10518089
32196,21988425
32197,11669092
32198,5760201
32199,9122616
32200,9054312
32201,7530297
32202,3250637
32203,3392578
32204,5955973
32205,19785458
32206,7595061
32207,8177447
32208,5911617
32209,4145848
32210,5981877
32211,47717966
32212,5236456
32213,5695342
32214,7454386
32215,6777720
32216,6094827
32217,4993957
32218,5289542
32219,10856293
32220,5226570
32221,6948437
32222,4605460
32223,3808840
32224,5100873
32225,6113187
32226,7843374
32227,14260220
32228,11068662
32229,14935893
32230,4428581
32231,13683630
32232,3475791
32233,5967278
32234,10244332
32235,20802446
32236,7532903
32237,40017711
32238,5605725
32239,14170330
32240,7522536
32241,4702874
32242,5039336
32243,7224345
32244,4784047
32245,7904923
32246,6576102
32247,6451894
32248,8522184
32249,7461676
32250,6843378
32251,3685112
32252,5823801
32253,7758616
32254,34262427
32255,5598202
32256,5835351
32257,3360686
32258,6486210
32259,4766603
32260,9112435
32261,23611378
32262,7352412
32263,4812115
32264,5104761
32265,9983143
32266,14210973
32267,5636484
32268,3773071
32269,6409690
32270,9721003
32271,6831722
32272,3264434
32273,8657507
32274,4346517
32275,5890866
32276,7826667
32277,9871773
32278,6955096
32279,4484628
32280,5184555
32281,5599251
32282,8395007
32283,6085456
32284,3725503
32285,10172188
32286,8104791
32287,4640582
32288,5014141
32289,3735145
32290,7287598
32291,3217684
32292,8323591
32293,4829314
32294,10355557
32295,6136924
32296,8768242
32297,9051302
32298,9362604
32299,2963023
32300,6572647
32301,12797138
32302,8527621
32303,6678538
32304,4429495
32305,5512571
32306,6101318
32307,13161615
32308,4767636
32309,6543754
32310,5295841
32311,7134900
32312,3568358
32313,5428304
32314,6595558
32315,12914984
32316,5189583
32317,10068302
32318,9338370
32319,4716137
32320,10901804
32321,7095861
32322,3983661
32323,6739543
32324,7027142
32325,4045881
32326,4357598
32327,5557156
32328,7998172
32329,5427986
32330,5597689
32331,6295429
32332,7740548
32333,6661945
32334,4726759
32335,7881560
32336,7454255
32337,5897654
32338,4354672
32339,8167227
32340,6372607
32341,8698958
32342,5409397
32343,6841524
32344,3633819
32345,4777756
32346,5902321
32347,4822430
32348,6189004
32349,6357059
32350,12242432
32351,6762846
32352,10379576
32353,5073207
32354,6254436
32355,6026928
32356,5794513
32357,7531700
32358,6452288
32359,17587766
32360,5092855
32361,8261182
32362,8146421
32363,7273072
32364,4891293
32365,7143208
32366,7547863
32367,3890567
32368,4927136
32369,7928271
32370,3238504
32371,7604986
32372,8477450
32373,9008324
32374,14566609
32375,4965751
32376,6192340
32377,6832189
32378,5814779
32379,4398148
32380,9562008
32381,3954704
32382,10606843
32383,11849476
32384,4455067
32385,6414900
32386,7995160
32387,3380914
32388,4314071
32389,8837246
32390,4133623
32391,6074564
32392,6883592
32393,6387553
32394,4333761
32395,4433458
32396,4057903
32397,6102492
32398,4812423
32399,9412230
32400,5709226
32401,7233901
32402,3414860
32403,11286066
32404,5198676
32405,15891410
32406,5788267
32407,6629957
32408,4174294
32409,17809462
32410,5260204
32411,6494839
32412,8271942
32413,11200620
32414,11708969
32415,4974282
32416,10870687
32417,7363389
32418,6035749
32419,5251797
32420,6723628
32421,1895573
32422,4254071
32423,4422940
32424,6078833
32425,3772887
32426,9374073
32427,11358520
32428,6910610
32429,9157296
32430,3084001
32431,7948784
32432,11137656
32433,2842795
32434,10605676
32435,6596680
32436,10245679
32437,8864007
32438,6349454
32439,4491203
32440,7051117
32441,2701206
32442,9337449
32443,5170916
32444,5272608
32445,8051559
32446,8145614
32447,6968492
32448,5785851
32449,10267444
32450,5800401
32451,9630583
32452,6330458
32453,5627067
32454,4174669
32455,7081974
32456,5557733
32457,4780457
32458,8156023
32459,8686101
32460,5867535
32461,12493608
32462,7779159
32463,4430553
32464,10210351
32465,3742446
32466,7488740
32467,5007489
32468,7532880
32469,7704321
32470,10632079
32471,16072147
